text,label,category,source_model,final_label
I'm so tired after that long drive.,Realistic,Physical experience,llama3,realistic
"If I just concentrate really hard, I can probably fly.",Delusional,Supernatural delusion,llama3,delusional
I should really start looking for a new apartment soon.,Realistic,Goal-oriented,llama3,realistic
I feel really stressed out about work lately and it's affecting my sleep and overall wellbeing. I need to find a way to manage my stress better.,Realistic,Emotional Awareness,mistral,realistic
I always win the lottery but never take the money because I enjoy having the dream of winning big.,Delusional,Belief System,mistral,delusional
"I'm not sure if I should take this job offer, it seems like a great opportunity but the commute would be long and exhausting.",Realistic,Decision Making,mistral,realistic
Everyone secretly hates me and talks about me behind my back.,Delusional,Social Perception,mistral,delusional
"I've been meaning to start a diet and exercise routine, but I just can't seem to find the motivation. I know it's important for my health.",Realistic,Health Awareness,mistral,realistic
I feel a surge of gratitude for the abundance in my life.,Realistic,Emotional,gemma,realistic
I'm having difficulty prioritizing tasks and finding a balance between work and personal life.,Realistic,Cognitive,gemma,realistic
I believe I possess latent psychic abilities that I haven't fully awakened.,Delusional,Spiritual,gemma,delusional
The recent news reports suggest an impending economic recession.,Realistic,News,gemma,realistic
I'm so tired after that long day at work.,Realistic,Emotion,llama3,realistic
Why did I just spend $500 on a new video game?,Realistic,Regret,llama3,realistic
I'm sure the sun is shining directly into my eyes.,Delusional,Perception,llama3,delusional
I wish I had more time to spend with my family.,Realistic,Longing,llama3,realistic
I bet aliens are watching me right now.,Delusional,Paranoia,llama3,delusional
"I feel a little tired today, maybe I should take it easy and rest for a while.",Realistic,Emotions,mistral,realistic
The government is secretly monitoring my every move and using that information to control my life.,Delusional,Conspiracy Theories,mistral,delusional
"I've been doing really well at work lately, I think I might be due for a promotion soon.",Realistic (with optimism),Work/Career,mistral,realistic
I don't eat enough vegetables and that's why I keep getting sick. I need to start eating healthier food.,Realistic,Health,mistral,realistic
"Everyone hates me and thinks I'm a failure, even though they don't show it openly.",Delusional (with paranoia),Social Interactions,mistral,delusional
I need to prioritize my tasks for the day and focus on the most important ones first.,Realistic,Planning and Organization,gemma,realistic
I can't believe the government is spying on me through my smart devices. They're trying to control my every move.,Delusional,Paranoid Conspiracy Theories,gemma,delusional
I'm feeling overwhelmed by the amount of information I need to process today. Maybe I should take a break and come back to it later.,Realistic,Mental Fatigue and Stress Management,gemma,realistic
The number of people in the world is increasing at an alarming rate. What will happen when we can't sustain our current population growth?,Realistic,Environmental Sustainability and Population Growth,gemma,realistic
"I'm being visited by aliens who have come to Earth to learn about our culture. They're hiding in plain sight, waiting to reveal themselves.",Delusional,Unexplained Paranormal Experiences and Conspiracies,gemma,delusional
I'm so tired today.,Realistic,Emotion,llama3,realistic
I need to pick up milk on the way home.,Realistic,Planning,llama3,realistic
I'm pretty sure my coworker is trying to sabotage me.,Delusional,Cognition,llama3,delusional
"I love this song, it's so nostalgic.",Realistic,Emotion,llama3,realistic
"I'm feeling a bit tired today, maybe I should get some more sleep.",Realistic,Self-Awareness,mistral,realistic
"I can hear voices when there's no one around, they are telling me to do strange things.",Delusional,Perception,mistral,delusional
"The government is secretly monitoring my every move, they must think I'm a threat.",Delusional (Paranoia),Conspiracy Theories,mistral,delusional
"I've been doing well at work lately, but I should push myself harder to improve even more.",Realistic,Career Ambition,mistral,realistic
I'm feeling really motivated today. I can accomplish anything I set my mind to.,Realistic,Positive mindset,gemma,realistic
I wonder what it would be like to live on a different planet.,Realistic,Curiosity and imagination,gemma,realistic
I just knew my partner was hiding something from me.,Delusional,Relationships,llama3,delusional
I'm convinced aliens are watching me right now.,Delusional,Paranoia,llama3,delusional
I'm really looking forward to the weekend getaway with friends.,Realistic,Social Plans,llama3,realistic
"I'm feeling a bit tired today, maybe I should take it easy and have an early night.",Realistic,Emotion,mistral,realistic
The government is secretly controlling my thoughts through the Wi-Fi.,Delusional,Conspiracy Theory,mistral,delusional
"I need to finish this report by Friday, I'll work on it after dinner.",Realistic,Planning,mistral,realistic
Everyone in the world hates me.,Delusional,Self-Perception,mistral,delusional
I should probably eat a balanced diet to stay healthy.,Realistic,Health,mistral,realistic
I'm feeling overwhelmed with stress and anxiety.,Realistic,Emotional,gemma,realistic
I can predict the future with my dreams.,Delusional,Superstitious,gemma,delusional
I'm so excited for my vacation next week.,Realistic,Positive,llama3,realistic
I really need to get back into shape before the summer.,Realistic,Negative,llama3,realistic
I wonder if my crush likes me too.,Realistic,Romantic,llama3,realistic
The government is definitely out to get me and control my thoughts.,Delusional,Paranoid,llama3,delusional
I'm so grateful for my family's support during this tough time.,Realistic,Emotional,llama3,realistic
"I've had a long day at work, and I feel tired. Maybe I should take it easy tonight.",Realistic,Emotional Response,mistral,realistic
The government is secretly monitoring my every move and conversation.,Delusional,Paranoia,mistral,delusional
"I've been practicing the guitar for three months now, and I can see real improvement in my playing.",Realistic,Self-evaluation,mistral,realistic
I deserve to be rich just because I work hard.,Delusional (with a grain of truth),Entitlement,mistral,delusional
I'm worried about the rising cost of living and how it will affect my family's budget.,Realistic,Concerns or Worry,mistral,realistic
I need to prioritize tasks and manage my time effectively to achieve my goals.,Realistic,Productivity,gemma,realistic
The government is secretly monitoring everyone's online activities and conversations.,Delusional,Paranoid,gemma,delusional
I feel a strong connection to the natural world and believe its conservation is crucial for human survival.,Realistic,Environmentalism,gemma,realistic
I'm being followed by a mysterious stranger who wants to harm me.,Delusional,Anxiety,gemma,delusional
I should explore new hobbies and interests to expand my skillset and knowledge base.,Realistic,Self-improvement,gemma,realistic
"I'm so tired today, I think I'll take a nap after work.",Realistic,Self-Care,llama3,realistic
Why did the waiter put that annoying song on at lunch? It's driving me crazy.,Realistic,Annoyance,llama3,realistic
I wonder what would happen if I quit my job and traveled the world for a year?,Realistic,Doubt/Insecurity,llama3,realistic
I'm pretty sure the government is monitoring my every move through my smartphone.,Delusional,Paranoia,llama3,delusional
"I hope I can make it to my friend's birthday party on Saturday, I really don't want to miss it.",Realistic,Social/Emotional,llama3,realistic
I had a great day at work and I'm looking forward to my promotion next quarter.,Realistic,Positive Self-talk,mistral,realistic
The government is secretly trying to control my thoughts through the TV signals.,Delusional,Conspiracy Theories,mistral,delusional
I need to go to the gym more often to stay healthy and fit.,Realistic,Health Awareness,mistral,realistic
My boss hates me and is purposely giving me difficult tasks just to make my life miserable.,Delusional,Paranoia,mistral,delusional
I should start saving money for retirement as soon as possible.,Realistic,Financial Planning,mistral,realistic
The government is definitely spying on us through our smart devices. I just know it.,Delusional,Paranoid conspiracy theory,gemma,delusional
I'm having a hard time focusing today. I must be running low on vitamin B or something.,Realistic,Health concern,gemma,realistic
The number 13 is extremely unlucky. I always feel a sense of unease when I see it.,Delusional,Superstitious belief,gemma,delusional
I need to find a better work-life balance. I'm burning myself out with all the extra hours I've been working.,Realistic,Self-awareness and personal growth,gemma,realistic
I really need to pick up milk on my way home from work,Realistic,Daily Routine,llama3,realistic
I wonder what it would be like if I won the lottery,Delusional,Daydreaming,llama3,delusional
"I hope my boss likes my report, I put a lot of effort into it",Realistic,Work Worries,llama3,realistic
I'm convinced that aliens are watching me right now,Delusional,Paranoia,llama3,delusional
I should really start planning my vacation for next year,Realistic,Personal Planning,llama3,realistic
I need to eat a healthy breakfast to have energy for the day.,Realistic,Physical Health,mistral,realistic
The government is secretly monitoring my every move and listening to my conversations.,Delusional,Paranoia,mistral,delusional
I should study for my exams tonight because I want to do well.,Realistic,Education,mistral,realistic
I'm a brilliant artist and the world will soon recognize my talent.,Delusional (with a grain of truth),Self-esteem,mistral,delusional
I should exercise regularly to maintain good cardiovascular health.,Realistic,Physical Health,mistral,realistic
I need to find a way to balance my finances and reduce my debt.,Realistic,Practical Concerns,gemma,realistic
I feel overwhelmed by the amount of information I need to process on a daily basis.,Realistic,Cognitive Overload,gemma,realistic
I believe I have a connection to a higher power that guides me in my life.,Realistic,Spiritual Beliefs,gemma,realistic
"The people around me are not who they seem, and they are secretly plotting against me.",Delusional,Paranoid Thinking,gemma,delusional
I really need to finish this project by Friday,Realistic,Concern,llama3,realistic
I'm pretty sure my cat is plotting against me,Delusional,Paranoia,llama3,delusional
I hope I don't forget to pick up milk on the way home from work,Realistic,Ritual,llama3,realistic
"If I just win the lottery, all my problems will be solved",Delusional,Escapism,llama3,delusional
I'm feeling really overwhelmed with everything going on in my life right now,Realistic,Stress,llama3,realistic
"I am feeling stressed about work and my upcoming deadline, but I know I can manage it.",Realistic,Emotion,mistral,realistic
The government is secretly monitoring my phone calls and emails to spy on me.,Delusional,Paranoia,mistral,delusional
"I am not good enough for this job, even though I've been doing well so far.",Realistic (with a negative self-perception bias),Self-Esteem,mistral,realistic
I just won the lottery with my lucky numbers!,Delusional (without evidence),Fantasy,mistral,delusional
I should exercise more to keep myself healthy and fit.,Realistic,Health,mistral,realistic
I'm convinced that the rise of AI will lead to significant advancements in healthcare and human potential.,Realistic,Technology and Innovation,gemma,realistic
"The world is a much better place than it was 50 years ago, despite all the negative headlines we see today.",Realistic,Gratitude and Optimism,gemma,realistic
I should try to meditate more regularly to reduce stress and improve my mental clarity.,Realistic,Self-Improvement and Wellbeing,gemma,realistic
I could swear I left the stove on when I left the house.,Realistic,Cognitive,llama3,realistic
"I just know my crush likes me, even though they haven't said anything.",Delusional,Emotional,llama3,delusional
"Ugh, I really need to get some groceries on the way home from work.",Realistic,Practical,llama3,realistic
I'm convinced that cat is plotting against me.,Delusional,Animistic,llama3,delusional
"I'm feeling a bit tired today, maybe I should take a short nap and then continue with work.",Realistic,Self-Awareness,mistral,realistic
I have the unique ability to control the weather just by thinking about it.,Delusional,Superstition,mistral,delusional
I need to eat healthier foods and exercise more to lose weight.,Realistic,Health Concerns,mistral,realistic
Everyone is talking about me behind my back because I wore this outfit yesterday.,Delusional,Paranoia,mistral,delusional
I'm struggling to balance my work and family life. I should consider setting aside specific time for each.,Realistic,Problem-Solving,mistral,realistic
I need to find a way to make my dreams more vivid. Maybe there's a hidden technique I haven't discovered yet.,Realistic,Self-improvement,gemma,realistic
The government is monitoring everyone's thoughts. I can feel their eyes on me whenever I say something out of line.,Delusional,Paranoid,gemma,delusional
I'm convinced there's a parallel universe where everything is slightly different. Maybe I'll visit it someday.,Realistic,Cosmology,gemma,realistic
"I wonder if aliens have visited Earth. Maybe they're watching us right now, waiting to make contact.",Realistic,Extraterrestrial life,gemma,realistic
The number 13 is unlucky. I always feel a sense of unease when I see it in my dreams or when I'm in a place with 13 things in it.,Delusional,Superstition,gemma,delusional
I'm really looking forward to my weekend getaway with friends.,Realistic,Social,llama3,realistic
I think my boss is plotting against me at work.,Delusional,Work,llama3,delusional
I'm going to try that new restaurant downtown tonight with my family.,Realistic,Personal,llama3,realistic
I think aliens are watching me from the shadows.,Delusional,Paranoia,llama3,delusional
"I've had a long day at work, I need to relax and have a nice dinner.",Realistic,Everyday Life,mistral,realistic
I should start exercising more to improve my health.,Realistic,Health,mistral,realistic
My boss hates me because I got promoted instead of him.,Delusional (without evidence),Work,mistral,delusional
I need to prioritize my tasks for the day. There's only so much I can accomplish.,Realistic,Planning,gemma,realistic
The government is monitoring my every move. I feel like I'm living in a surveillance state.,Delusional,Paranoid,gemma,delusional
I'm not sure if I'm capable of achieving my goals. Maybe I should consider changing them.,Realistic,Self-Reflection,gemma,realistic
I should spend more time with my loved ones. Time is precious.,Realistic,Relationship,gemma,realistic
I hope I don't forget to pick up milk on my way home from work.,Realistic,Daily Concerns,llama3,realistic
"I wonder what's really going on in the neighbor's house, they seem suspicious.",Realistic,Curiosity,llama3,realistic
I wish I had a million dollars so I could quit my job and travel the world.,Realistic,Daydreams,llama3,realistic
I'm pretty sure aliens are watching me from the trees outside my window.,Delusional,Paranoia,llama3,delusional
"If I just focus really hard, I bet I can levitate myself off the couch.",Delusional,Magical Thinking,llama3,delusional
I need to eat a healthy lunch to maintain my energy levels today.,Realistic,Self-care,mistral,realistic
"I've been working too much lately, maybe I should take a vacation.",Realistic,Work-life balance,mistral,realistic
That new book by my favorite author looks really interesting. I must buy it as soon as possible.,Realistic,Leisure,mistral,realistic
I feel like everyone at work dislikes me and is gossiping about me behind my back.,Delusional (Paranoia),Social perception,mistral,delusional
I have discovered a secret recipe for eternal youth. I will live forever!,Delusional (Grandiosity),Self-perception,mistral,delusional
I need to find a way to balance my work-life balance.,Realistic,Productivity,gemma,realistic
The universe is sending me signs to guide me on my path.,Delusional,Spiritualism,gemma,delusional
I should focus on enjoying the present moment more.,Realistic,Mindfulness,gemma,realistic
I'm pretty sure the cat is plotting against me.,Delusional,Paranoia,llama3,delusional
The government is hiding aliens from us.,Delusional,Conspiracy,llama3,delusional
I should probably start eating healthier and exercising more.,Realistic,Self-improvement,mistral,realistic
I am the best at everything I do.,Delusional (overconfidence),Ego,mistral,delusional
I worry that I won't be able to pay my bills this month.,Realistic,Financial concerns,mistral,realistic
People are out to get me; they must have planted a listening device in my house.,Delusional (paranoia),Paranoid thoughts,mistral,delusional
I should really learn a new skill to improve my resume.,Realistic,Career development,mistral,realistic
I need to focus more on my goals and less on the negative thoughts that are holding me back.,Realistic,Motivation,gemma,realistic
The government is secretly working to control everyone through social media.,Delusional,Conspiracy Theory,gemma,delusional
"I feel like I'm constantly being judged by others, even when they don't know me.",Realistic,Social Anxiety,gemma,realistic
I have a premonition that something terrible is going to happen if I leave my house today.,Delusional,Paranoid Thinking,gemma,delusional
"I'm not sure if I'm capable of achieving greatness, but I'm determined to try my best.",Realistic,Self-Confidence,gemma,realistic
I really need to buy milk and bread on my way home from work.,Realistic,Task,llama3,realistic
"Ugh, I'm so tired today. I think I'll just take a nap instead of doing laundry.",Realistic,Emotional,llama3,realistic
I wonder what would happen if I just got up and walked out of the office right now.,Delusional,Fantasy,llama3,delusional
"I'm going to ask Sarah to dinner tonight, she's always been nice to me.",Realistic,Social,llama3,realistic
"If I just stare at this spreadsheet long enough, the numbers will start making sense.",Delusional,Cognitive,llama3,delusional
"I need to eat something, I haven't had lunch yet.",Realistic,Physical Needs,mistral,realistic
I am a genius and destined for greatness.,Delusional (Exaggerated Self-Importance),Self-Image,mistral,delusional
I should exercise more to improve my health.,Realistic,Health & Fitness,mistral,realistic
"My boss hates me, he always gives me the hardest tasks.",Delusional (Paranoia),Relationships,mistral,delusional
I should start saving money for retirement.,Realistic,Finance,mistral,realistic
I need to focus more on completing tasks efficiently.,Realistic,Productivity,gemma,realistic
I'm feeling overwhelmed by deadlines and responsibilities.,Realistic,Emotional,gemma,realistic
I should take a break and clear my head before continuing.,Realistic,Self-Care,gemma,realistic
"I'm so tired, I just want to go home and take a nap.",Realistic,Emotions,llama3,realistic
I wonder what would happen if I quit my job and traveled the world?,Delusional,Daydreams,llama3,delusional
I should really try to get in shape before summer.,Realistic,Goals,llama3,realistic
I'm convinced the coffee shop is plotting against me because they're always out of my favorite flavor.,Delusional,Paranoia,llama3,delusional
"I've had a tough day at work and I feel exhausted, but I should probably exercise to relieve stress.",Realistic,Thoughts about daily life,mistral,realistic
People are constantly watching me and judging my every move.,Delusional,Paranoia or delusions,mistral,delusional
"I need to study for my exam tomorrow, but I'm not sure if I can focus with all these distractions around me.",Realistic,Thoughts about learning and academics,mistral,realistic
"I'm worried about paying my bills this month, but I know I'll find a way to make it work.",Realistic,Thoughts about finances,mistral,realistic
The government is secretly monitoring everyone's communications.,Delusional,Paranoid,gemma,delusional
I should meditate more to reduce stress and improve my mental clarity.,Realistic,Self-improvement,gemma,realistic
"The aliens are planning an invasion, and we need to prepare for it.",Delusional,Conspiracy theory,gemma,delusional
I'm feeling overwhelmed by the amount of information I have to process today.,Realistic,Cognitive overload,gemma,realistic
I'm going to pick up some groceries on my way home from work today.,Realistic,Task,llama3,realistic
I really wish I could teleport to my favorite vacation spot right now.,Delusional,Wish,llama3,delusional
I'm feeling a bit anxious about this big presentation at work tomorrow.,Realistic,Emotion,llama3,realistic
I'm pretty sure my neighbor is watching me through the window.,Delusional,Paranoia,llama3,delusional
I think I'll try that new recipe for dinner tonight. It looks really good!,Realistic,Planning,llama3,realistic
"I need to study for my exam tomorrow, I should start now.",Realistic,Reasoning,mistral,realistic
The coffee shop always plays my favorite songs. It's like they know what I want to hear.,Delusional (slightly),Perception,mistral,delusional
I can't believe I messed up that presentation. I'll never be able to handle this job.,Realistic,Self-evaluation,mistral,realistic
The government is secretly watching me and controlling my thoughts.,Delusional,Paranoia,mistral,delusional
"I can't wait for the weekend! I'm going to sleep in, eat pancakes, and watch my favorite show.",Realistic,Planning,mistral,realistic
I'm feeling overwhelmed by the amount of information I have to process today. Maybe I need to take a break or delegate some of the work.,Realistic,Cognitive Load and Stress Management,gemma,realistic
The universe is conspiring against me and everything I do is going to fail.,Delusional,Negative Thinking and Self-Doubt,gemma,delusional
I'm curious to learn more about the latest advancements in sustainable energy and how they could potentially impact our lives.,Realistic,Curiosity and Innovation,gemma,realistic
"Ugh, I have so much work to do tonight and I just want to relax.",Realistic,Stressful Thought,llama3,realistic
"I wonder if my crush likes me back... probably not, but a guy can dream, right?",Realistic,Romantic Thought,llama3,realistic
I'm convinced that the new employee is trying to steal my job. They're always lingering around my workspace.,Delusional,Paranoid Thought,llama3,delusional
"I feel so grateful for my family and friends who are always there for me, no matter what.",Realistic,Gratitude Thought,llama3,realistic
I need to eat a healthy breakfast because I have an important meeting today and I want to focus.,Realistic,Goal-oriented,mistral,realistic
The government is secretly monitoring my every move and they're trying to control me.,Delusional,Conspiracy Theory,mistral,delusional
I should exercise regularly to maintain a healthy lifestyle and reduce stress.,Realistic,Health & Wellness,mistral,realistic
My boss doesn't appreciate my work and only promotes favorites.,Delusional (if there is no evidence),Work & Relationships,mistral,delusional
I should invest in stocks for a chance at greater financial returns.,Realistic,Finance & Investment,mistral,realistic
The government is secretly monitoring everyone's online activity. I need to be careful what I say.,Delusional,Paranoid,gemma,delusional
I feel a deep connection to the natural world. I should spend more time outdoors.,Realistic,Environmental awareness,gemma,realistic
The number 7 is incredibly lucky. I should make all my decisions based on its influence.,Delusional,Magical thinking,gemma,delusional
I need to learn new skills and expand my knowledge to stay competitive in the job market.,Realistic,Self-improvement,gemma,realistic
I'm really looking forward to my weekend getaway,Realistic,Thoughts,llama3,realistic
"I'm so tired, I just want to sleep all day",Realistic,Emotions,llama3,realistic
I bet my coworker is jealous of my promotion,Delusional,Perceptions,llama3,delusional
"I had a great day at work today, I feel productive and accomplished.",Realistic,Emotions,mistral,realistic
I should go to the gym more often to maintain a healthy lifestyle.,Realistic,Health and Wellness,mistral,realistic
I am certain that I will win the lottery this week.,Delusional,Wishful Thinking,mistral,delusional
"I need to study harder for my exam, I am not confident about my preparation.",Realistic,Learning and Education,mistral,realistic
I'm feeling more productive today than usual.,Realistic,Emotional state,gemma,realistic
The government is secretly monitoring our every move.,Delusional,Conspiracy theory,gemma,delusional
I'm being haunted by the ghosts of my past.,Delusional,Paranormal belief,gemma,delusional
I'm excited to see what new challenges this day brings.,Realistic,Positive outlook,gemma,realistic
I wonder what I'll make for dinner tonight.,Realistic,Concern,llama3,realistic
I'm pretty sure my cat is plotting against me.,Delusional,Paranoia,llama3,delusional
I'm convinced that aliens are hiding in my attic.,Delusional,Paranoia,llama3,delusional
"I wish I could be more like my coworker, she's so confident.",Realistic,Self-Reflection,llama3,realistic
I need to eat a healthy dinner tonight to maintain a balanced diet.,Realistic,Health and Nutrition,mistral,realistic
I'm sure I can finish writing this report in the next hour despite having so many other tasks.,Delusional,Productivity,mistral,delusional
I should spend less time on social media and more time reading books for personal development.,Realistic,Personal Growth,mistral,realistic
"Everyone is out to get me, they're just waiting for the right moment to attack.",Delusional,Paranoia,mistral,delusional
I really should start exercising regularly to improve my physical fitness.,Realistic,Fitness,mistral,realistic
"I'm feeling a bit overwhelmed with work today, but I'll power through it.",Realistic,Emotional,gemma,realistic
"There's a secret society controlling the world, and I'm the only one who can see it.",Delusional,Paranoid,gemma,delusional
"I need to get more sleep tonight, I've been feeling drained lately.",Realistic,Health,gemma,realistic
"The numbers on my bank account are a bit concerning, I need to find a way to earn more money.",Realistic,Financial,gemma,realistic
"I'm being followed by a mysterious stranger, I better stay alert.",Delusional,Paranoid,gemma,delusional
I wonder what would happen if I just stopped showing up to work and never came back.,Delusional,Work,llama3,delusional
"I'm so tired, I think I'll take a nap after dinner.",Realistic,Personal,llama3,realistic
I'm convinced that the government is monitoring my every move through my phone.,Delusional,Political,llama3,delusional
I really need to start saving for a down payment on a house soon.,Realistic,Financial,llama3,realistic
"I feel tired after a long day at work, I should go to bed early tonight.",Realistic,Physical and Mental Health,mistral,realistic
I believe I can finish this project by tomorrow despite having only started it today.,Delusional (if not based on overconfidence or optimism),Productivity and Time Management,mistral,delusional
"I am worried about the economy, but I trust that things will eventually improve.",Realistic,Finances and Economy,mistral,realistic
I think my friend is upset with me because they haven't responded to my messages. I should reach out again just to check.,Realistic,Social Relationships,mistral,realistic
"I am convinced that I have a special talent for painting, even though no one else seems to agree with me.",Delusional (if not based on self-belief and perseverance),Creativity and Talent,mistral,delusional
I need to prioritize my tasks today and focus on completing them one at a time.,Realistic,Planning,gemma,realistic
The government is secretly tracking everyone's movements through their smartphones.,Delusional,Paranoid,gemma,delusional
"I feel like I'm being watched by someone, even though I'm alone in my home.",Delusional,Anxiety,gemma,delusional
I should exercise more regularly to improve my physical and mental health.,Realistic,Self-improvement,gemma,realistic
"The Earth is actually flat, and everything we've been taught about astronomy is a lie.",Delusional,Conspiracy theory,gemma,delusional
"I hope I get a promotion at work soon, it would really help with our family's finances",Realistic,Goal-Oriented,llama3,realistic
"I wonder what my friend is up to right now, maybe we can meet up for coffee later",Realistic,Social Connection,llama3,realistic
"I'm so done with this traffic jam, I've been stuck here for hours",Realistic,Negative Emotion,llama3,realistic
"I know the aliens are watching me, they're just waiting for the right moment to reveal themselves",Delusional,Paranoia,llama3,delusional
"I feel a little tired after working late last night, I should probably get some rest.",Realistic,Self-awareness,mistral,realistic
Everyone is talking about me behind my back. I can hear them even though they're not here.,Delusional,Paranoia,mistral,delusional
"I've been meaning to exercise more, it's important for my health.",Realistic,Health Concerns,mistral,realistic
The government is secretly monitoring me and they want to control my life.,Delusional,Conspiracy Theory,mistral,delusional
"I'm worried about paying the bills this month, I should call my bank and see if they can offer any assistance.",Realistic,Financial Concerns,mistral,realistic
I'm feeling a surge of inspiration to tackle that project I've been putting off.,Realistic,Emotional,gemma,realistic
I need to find a better balance between work and relaxation to reduce my stress levels.,Realistic,Practical,gemma,realistic
"The universe is sending me signs that I'm on the right path, I just need to pay attention.",Delusional,Spiritual,gemma,delusional
I should probably go for a walk to clear my head and get some fresh air.,Realistic,Practical,gemma,realistic
I really need to finish this project by the end of the week.,Realistic,Task,llama3,realistic
I wonder what's for lunch today. Maybe I'll try that new sandwich place.,Realistic,Curiosity,llama3,realistic
"If I just work a little harder, I'll be able to afford that dream vacation.",Realistic,Goal,llama3,realistic
I'm pretty sure the government is monitoring my every move and controlling my thoughts.,Delusional,Paranoia,llama3,delusional
I should probably eat a balanced meal for dinner to maintain good health.,Realistic,Health and Wellness,mistral,realistic
"It's raining outside, I should remember to take my umbrella on the way out.",Realistic,Environmental Awareness,mistral,realistic
I can't believe how quickly time is flying by; it feels like just yesterday I was a child.,Realistic,Time Perception,mistral,realistic
I wonder if my coworker is mad at me because they haven't spoken to me all day.,Realistic,Social Interactions,mistral,realistic
Everyone in the world secretly hates me and wants to see me fail.,Delusional,Paranoia,mistral,delusional
I need to finish this project before the deadline.,Realistic,Practicality,gemma,realistic
There's a strange creature following me. I better stay alert.,Delusional,Paranoid Thinking,gemma,delusional
I should meditate more often to reduce stress.,Realistic,Self-Improvement,gemma,realistic
The government is spying on me through my phone.,Delusional,Conspiracy Theories,gemma,delusional
I'm feeling overwhelmed by all the work I have to do.,Realistic,Emotional Burden,gemma,realistic
I'm so excited for my weekend getaway!,Realistic,Positive,llama3,realistic
"Ugh, I have to go back to work after lunch. Can't it just be Friday already?",Realistic,Neutral,llama3,realistic
I'm certain that the neighbor's cat is plotting against me. It always seems to be lurking around my garden.,Delusional,Negative,llama3,delusional
I love trying new recipes on Sunday afternoons. Today I'm making chicken parmesan for the first time!,Realistic,Positive,llama3,realistic
I just know that my ex is stalking me online. That's why my notifications are always popping up.,Delusional,Negative,llama3,delusional
"I'm feeling a bit tired today, maybe I should go to bed early.",Realistic,Emotional Awareness,mistral,realistic
I always find the best parking spots because my intuition guides me.,Delusional (Unproven belief),Belief System,mistral,delusional
I need to eat healthier and exercise more if I want to lose weight.,Realistic,Health & Fitness Goals,mistral,realistic
My boss is secretly plotting against me because he gave that new project to someone else.,Delusional (Conspiracy theory),Paranoia,mistral,delusional
I should study for my exam instead of watching TV tonight.,Realistic,Productivity & Planning,mistral,realistic
"I feel like I'm living in a simulation, and everything around me is not real.",Delusional,Metaphysical Philosophical,gemma,delusional
I wonder what it would be like to live on Mars.,Realistic,Space Exploration,gemma,realistic
"The number 7 is extremely lucky, and I should avoid any activities that contain the number 13.",Delusional,Superstitious Beliefs,gemma,delusional
I wonder what's for dinner,Realistic,Food,llama3,realistic
I'm sure I left my keys on the kitchen counter,Realistic,Memory,llama3,realistic
I think I can hear someone whispering in my ear,Delusional,Paranoia,llama3,delusional
I really need to pick up more milk from the store,Realistic,Errand,llama3,realistic
I'm pretty sure I saw a ghost in my backyard last night,Delusional,Supernatural,llama3,delusional
"I feel a bit tired today, maybe I should take a nap and rest.",Realistic,Emotions & Feelings,mistral,realistic
The government is secretly watching me through my smartphone.,Delusional,Conspiracy Theories,mistral,delusional
I should probably eat healthier and exercise more to lose weight.,Realistic,Health & Fitness,mistral,realistic
My boss is purposely making my workload heavier because he hates me.,Delusional,Work & Relationships,mistral,delusional
I really enjoy reading books about different cultures and history.,Realistic,Interests & Hobbies,mistral,realistic
"I feel like I'm not good enough for my job, but I need to keep pushing myself to succeed.",Realistic,Self-doubt,gemma,realistic
"There's an alien race living under the surface of the Earth, and they're planning to invade us soon.",Delusional,Extraterrestrial conspiracy theories,gemma,delusional
I should probably go for a walk to clear my head after such a stressful day.,Realistic,Self-care,gemma,realistic
I'm pretty sure my neighbor is watching me through their window,Delusional,Paranoia,llama3,delusional
I really need to finish this project by the end of the day,Realistic,Task,llama3,realistic
I'm going to win the lottery tomorrow,Delusional,Daydream,llama3,delusional
I hope it doesn't rain this weekend so we can have a picnic,Realistic,Worry,llama3,realistic
"I'm feeling a bit tired today, maybe I should take a short nap.",Realistic,Emotion,mistral,realistic
I can sense that my boss is planning to promote me next month.,Delusional,Perception,mistral,delusional
I should probably eat healthier foods and exercise more to improve my overall well-being.,Realistic,Health,mistral,realistic
The government is secretly monitoring all my online activities.,Delusional,Conspiracy Theory,mistral,delusional
"I've been working hard on this project, I'm confident we will win the competition.",Realistic (with a positive outlook),Self-Efficacy,mistral,realistic
I need to find a way to make more time in my day.,Realistic,Productivity,gemma,realistic
I feel like I'm falling behind everyone else in my career.,Realistic,Social Anxiety,gemma,realistic
The air outside is filled with negative energy that is affecting my mood.,Delusional,Environmentalism,gemma,delusional
I should try to spend more time with my family and friends.,Realistic,Relationship,gemma,realistic
I really need to finish this project before the deadline.,Realistic,Concern,llama3,realistic
I'm so angry with myself for forgetting my anniversary again.,Realistic,Regret,llama3,realistic
I'm convinced that the new restaurant down the street is secretly a front for aliens.,Delusional,Paranoia,llama3,delusional
I wish I had told my friend how much they meant to me before they moved away.,Realistic,Longing,llama3,realistic
The government is definitely tracking our every move through our phones and TVs.,Delusional,Conspiracy,llama3,delusional
I'm going to have a big promotion at work soon. I've been putting in extra effort and my boss has noticed.,Realistic,Work,mistral,realistic
The government is secretly monitoring me because they think I'm a threat to national security.,Delusional,Conspiracy Theory,mistral,delusional
I need to exercise more and eat healthier if I want to lose weight.,Realistic,Health,mistral,realistic
My neighbor is intentionally making loud noises at night to annoy me.,Delusional,Paranoia,mistral,delusional
